timestamp,open,high,low,close,volume
1767675840000,93762.49,93762.49,93734.25,93754.5,5.51321
1767675900000,93754.51,93754.51,93736.56,93753.2,4.38162
1767675960000,93753.2,93753.2,93724.77,93724.78,5.60698
1767676020000,93724.77,93724.77,93681.73,93681.73,9.00669
1767676080000,93681.74,93713.88,93681.73,93713.68,7.48644
1767676140000,93713.67,93713.68,93672.25,93672.25,7.14052
1767676200000,93672.26,93695.75,93668.82,93695.75,9.40223
1767676260000,93695.75,93713.3,93695.74,93708.62,5.89178
1767676320000,93708.63,93753.93,93708.62,93741.17,5.7694
1767676380000,93741.17,93741.18,93721.48,93738.57,5.38084
1767676440000,93738.58,93738.58,93738.57,93738.57,3.59564
1767676500000,93738.58,93738.58,93732.36,93732.37,3.73916
1767676560000,93732.36,93732.37,93718.6,93732.1,9.05071
1767676620000,93732.1,93735.36,93707.39,93724.37,9.21448
1767676680000,93724.37,93724.37,93714.5,93719.64,5.13203
1767676740000,93719.65,93750.0,93708.29,93750.0,5.02285
1767676800000,93749.99,93800.0,93749.99,93785.8,7.68171
1767676860000,93785.8,93785.81,93776.43,93776.43,5.34689
1767676920000,93776.44,93776.44,93731.02,93731.02,5.49115
1767676980000,93731.02,93788.81,93731.02,93788.8,5.19677
1767677040000,93788.81,93790.17,93740.32,93740.32,9.84133
1767677100000,93740.32,93740.33,93687.39,93697.98,6.28592
1767677160000,93697.98,93697.99,93678.14,93686.19,4.47586
1767677220000,93686.19,93734.45,93686.19,93709.9,7.38009
1767677280000,93709.9,93722.36,93709.9,93711.9,6.27261
1767677340000,93711.91,93711.91,93707.8,93707.81,6.24543
1767677400000,93707.8,93734.45,93707.51,93734.44,4.80557
1767677460000,93734.44,93766.39,93715.5,93766.39,7.92019
1767677520000,93766.39,93774.0,93741.73,93741.74,4.8516
1767677580000,93741.73,93741.74,93702.39,93702.4,4.45952
1767677640000,93702.4,93702.4,93687.99,93688.0,7.37966
1767677700000,93688.0,93689.66,93661.31,93689.64,14.10244
1767677760000,93689.65,93689.65,93667.14,93667.14,5.15932
