timestamp,open,high,low,close,volume
1767675840000,3225.42,3225.57,3222.67,3225.19,385.3862
1767675900000,3225.19,3225.88,3224.06,3225.88,40.0446
1767675960000,3225.88,3226.44,3225.86,3225.97,25.4006
1767676020000,3225.97,3225.97,3223.46,3224.53,125.1178
1767676080000,3224.53,3225.83,3224.52,3225.43,41.1712
1767676140000,3225.42,3225.43,3223.31,3223.31,28.7287
1767676200000,3223.31,3224.39,3223.0,3224.37,58.1632
1767676260000,3224.37,3225.28,3224.36,3225.27,60.0419
1767676320000,3225.28,3227.37,3225.27,3226.0,70.2658
1767676380000,3226.01,3226.58,3225.67,3226.49,151.4489
1767676440000,3226.49,3226.49,3225.36,3225.36,46.6066
1767676500000,3225.36,3225.64,3225.04,3225.63,60.0072
1767676560000,3225.64,3227.37,3225.64,3226.12,417.8543
1767676620000,3226.13,3227.37,3224.57,3226.4,198.121
1767676680000,3226.39,3226.39,3224.82,3224.83,71.9494
1767676740000,3224.83,3226.89,3224.08,3226.88,46.0505
1767676800000,3226.89,3229.51,3225.91,3226.09,186.8186
1767676860000,3226.08,3226.88,3225.91,3226.05,68.8473
1767676920000,3226.05,3226.05,3224.52,3224.53,59.465
1767676980000,3224.52,3226.35,3224.52,3226.19,40.322
1767677040000,3226.2,3227.53,3223.73,3223.93,105.808
1767677100000,3223.93,3223.93,3221.89,3223.35,335.5303
1767677160000,3223.35,3223.87,3222.55,3223.44,113.2651
1767677220000,3223.44,3223.91,3223.43,3223.44,58.4857
1767677280000,3223.44,3224.63,3223.44,3223.5,89.5357
1767677340000,3223.5,3223.9,3223.5,3223.63,9.0499
1767677400000,3223.63,3225.3,3223.62,3224.67,27.6093
1767677460000,3224.68,3227.35,3224.29,3227.19,74.3051
1767677520000,3227.2,3227.37,3225.01,3225.01,123.8984
1767677580000,3225.02,3225.02,3223.07,3223.08,46.6768
1767677640000,3223.08,3223.08,3221.56,3221.56,105.7522
1767677700000,3221.56,3222.65,3219.23,3222.36,491.8265
1767677760000,3222.35,3222.83,3220.48,3220.8,205.7395
1767677820000,3220.81,3220.81,3218.8,3218.8,66.3259
1767677880000,3218.81,3219.39,3217.45,3217.46,188.8163
1767677940000,3217.45,3221.16,3217.15,3220.63,212.4317
1767678000000,3220.63,3220.64,3218.75,3218.75,54.2486
1767678060000,3218.75,3219.45,3218.43,3219.44,57.6569
1767678120000,3219.44,3219.44,3218.7,3218.71,52.5753
1767678180000,3218.71,3220.21,3218.71,3219.92,61.1414
1767678240000,3219.92,3219.92,3219.28,3219.28,27.6228
1767678300000,3219.29,3219.29,3218.14,3218.15,55.2414
1767678360000,3218.15,3218.15,3218.14,3218.15,8.1565
1767678420000,3218.14,3219.4,3217.12,3219.4,175.2619
1767678480000,3219.41,3219.74,3218.15,3218.52,44.8639
1767678540000,3218.51,3221.98,3218.51,3221.97,98.7605
1767678600000,3221.97,3221.97,3220.25,3220.67,66.35
1767678660000,3220.68,3221.54,3220.4,3220.4,19.9281
1767678720000,3220.41,3221.35,3220.25,3221.35,36.8091
1767678780000,3221.35,3222.09,3219.32,3220.32,117.8808
1767678840000,3220.32,3221.55,3219.73,3220.64,39.5724
1767678900000,3220.65,3221.6,3219.51,3219.52,209.041
1767678960000,3219.52,3219.52,3218.75,3218.75,48.4821
1767679020000,3218.75,3218.76,3217.77,3218.44,115.5222
1767679080000,3218.45,3218.75,3218.28,3218.28,70.1164
1767679140000,3218.28,3218.72,3218.28,3218.72,123.8364
1767679200000,3218.71,3221.37,3218.07,3221.36,196.4693
1767679260000,3221.37,3222.56,3220.82,3222.56,101.5785
1767679320000,3222.56,3222.56,3221.48,3221.78,96.3062
1767679380000,3221.79,3221.94,3220.02,3221.75,252.0773
1767679440000,3221.75,3223.58,3221.75,3223.57,253.9306
1767679500000,3223.57,3223.57,3221.17,3221.32,151.6649
1767679560000,3221.32,3221.65,3219.7,3221.43,354.8427
1767679620000,3221.44,3222.39,3221.11,3221.68,250.7276
1767679680000,3221.68,3222.0,3220.78,3220.78,320.5582
1767679740000,3220.79,3221.21,3219.35,3219.46,629.0233
1767679800000,3219.46,3221.67,3218.94,3221.67,272.2352
1767679860000,3221.68,3223.89,3221.67,3223.89,67.5852
1767679920000,3223.89,3225.22,3223.86,3223.86,154.8618
1767679980000,3223.86,3224.03,3223.72,3223.73,17.6989
1767680040000,3223.72,3223.83,3223.72,3223.83,22.1964
1767680100000,3223.83,3224.62,3221.92,3222.49,270.059
1767680160000,3222.5,3223.18,3221.73,3221.74,63.8747
1767680220000,3221.74,3222.49,3221.73,3221.74,26.3585
1767680280000,3221.73,3221.73,3221.0,3221.7,88.2808
1767680340000,3221.71,3221.71,3218.18,3218.69,124.367
1767680400000,3218.69,3219.5,3218.68,3219.5,35.3385
1767680460000,3219.49,3219.83,3219.32,3219.83,72.9335
1767680520000,3219.82,3220.29,3219.32,3219.32,25.9784
1767680580000,3219.33,3220.25,3218.5,3220.24,81.0914
1767680640000,3220.24,3221.38,3220.23,3221.17,60.9315
1767680700000,3221.17,3221.65,3220.46,3221.65,64.5245
1767680760000,3221.65,3222.66,3221.58,3222.32,315.1719
1767680820000,3222.31,3224.76,3221.69,3224.25,203.6531
1767680880000,3224.25,3224.25,3223.49,3224.16,36.5289
1767680940000,3224.15,3224.53,3224.15,3224.53,98.5291
1767681000000,3224.53,3227.53,3224.53,3227.47,298.6693
1767681060000,3227.47,3229.03,3227.47,3227.63,145.4321
1767681120000,3227.62,3229.3,3227.51,3229.3,172.9597
1767681180000,3229.3,3231.37,3229.3,3230.25,333.1127
1767681240000,3230.25,3230.68,3229.79,3230.68,115.4152
1767681300000,3230.68,3230.68,3227.37,3228.9,460.4212
1767681360000,3228.91,3229.61,3228.91,3229.49,88.3364
1767681420000,3229.5,3230.44,3229.45,3229.46,94.9143
1767681480000,3229.45,3229.86,3229.23,3229.54,226.1846
1767681540000,3229.53,3231.48,3228.29,3230.7,265.5538
1767681600000,3230.69,3238.0,3229.76,3236.1,1533.4393
