timestamp,entryprice,exitprice,tp/sl,direction,pnl
2025-04-16 14:00:00+00:00,83748.3,84585.78300000001,SL,sell,-837.4830000000075
2025-04-20 07:00:00+00:00,84866.1,84017.439,SL,buy,-848.6610000000073
2025-04-21 00:00:00+00:00,85172.0,86023.72,SL,sell,-851.7200000000012
2025-04-24 03:00:00+00:00,93168.3,92236.617,SL,buy,-931.6830000000045
2025-04-24 23:00:00+00:00,93374.8,94308.54800000001,SL,sell,-933.7480000000069
2025-04-28 00:00:00+00:00,93670.0,95009.6,,buy,1339.6000000000058
2025-04-28 11:00:00+00:00,95009.6,94536.1,,sell,473.5
2025-04-29 22:00:00+00:00,94536.1,93590.739,SL,buy,-945.3610000000044
2025-05-01 09:00:00+00:00,95171.5,96123.215,SL,sell,-951.7149999999965
2025-05-03 23:00:00+00:00,96136.8,95175.432,SL,buy,-961.3680000000022
2025-05-06 18:00:00+00:00,94516.0,95461.16,SL,sell,-945.1600000000035
2025-05-07 19:00:00+00:00,96463.4,97055.4,,buy,592.0
2025-05-08 00:00:00+00:00,97055.4,98025.954,SL,sell,-970.5540000000037
2025-05-12 14:00:00+00:00,104100.2,103059.19799999999,SL,buy,-1041.0020000000077
2025-05-13 09:00:00+00:00,102725.5,103752.755,SL,sell,-1027.2550000000047
2025-05-15 01:00:00+00:00,103732.4,102695.07599999999,SL,buy,-1037.3240000000078
2025-05-18 05:00:00+00:00,103319.2,104352.39199999999,SL,sell,-1033.1919999999955
2025-05-19 06:00:00+00:00,102930.6,106018.51800000001,TP,buy,3087.918000000005
2025-05-20 19:00:00+00:00,105239.7,106292.097,SL,sell,-1052.3969999999972
2025-05-23 11:00:00+00:00,111000.1,109890.099,SL,buy,-1110.0010000000038
2025-05-25 22:00:00+00:00,107343.4,108416.83399999999,SL,sell,-1073.4339999999938
2025-05-27 01:00:00+00:00,109090.0,107999.1,SL,buy,-1090.8999999999942
2025-06-01 16:00:00+00:00,104676.4,105723.16399999999,SL,sell,-1046.7639999999956
